Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ
4,115,ATL,De'Vondre Campbell,OLB,23,2022,1,0,7,46,20,104,0,0,0,0,0,0,0,0,0,0,0,461,7,9.5,Minnesota
4,116,IND,Hassan Ridgeway,DT,21,2022,0,0,0,13,5,77,0,0,0,0,0,0,0,0,0,0,0,56,,10.5,Texas
4,117,LAR,Pharoh Cooper,WR,21,2022,1,1,0,6,3,75,0,1,0,0,1,7,26,0,61,545,1,1,,,South Carolina
4,118,NYJ,Juston Burris,CB,23,2022,0,0,2,14,3,80,0,0,0,0,0,0,0,0,0,0,0,123,6,1,North Carolina St.
4,119,HOU,Tyler Ervin,RB,22,2020,0,0,0,2,0,43,0,0,0,0,0,19,92,0,27,186,0,4,,,San Jose St.
4,120,NOR,David Onyemata,DT,23,2022,0,0,4,33,33,106,0,0,0,0,0,0,0,0,0,0,0,131,1,23,Manitoba
4,121,MIN,Willie Beavers,T,22,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Western Michigan
4,122,CIN,Andrew Billings,NT,21,2022,0,0,3,20,15,67,0,0,0,0,0,0,0,0,0,0,0,67,,4.5,Baylor
4,123,PIT,Jerald Hawkins,T,22,2020,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
4,124,CHI,Deon Bush,S,23,2022,0,0,0,8,7,95,0,0,0,0,0,0,0,0,0,0,0,79,3,1,Miami (FL)
4,125,IND,Antonio Morrison,ILB,21,2018,0,0,2,13,9,47,0,1,0,0,0,0,0,0,0,0,0,124,,1,Florida
4,126,KAN,Demarcus Robinson,WR,21,2022,0,0,2,19,14,114,0,0,0,0,0,0,0,0,193,2137,16,10,,,Florida
4,127,CHI,Deiondre' Hall,CB,22,2018,0,0,0,2,1,23,0,0,0,0,0,0,0,0,0,0,0,10,1,,Northern Iowa
4,128,ARI,Evan Boehm,C,23,2019,0,0,1,12,6,55,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri
4,129,CLE,Derrick Kindred,S,22,2018,0,0,1,8,8,42,0,0,0,0,0,0,0,0,0,0,0,108,2,,TCU
4,130,BAL,Alex Lewis,T,24,2020,0,0,2,14,8,44,0,0,0,0,0,0,0,0,0,0,0,,,,Nebraska
4,131,GNB,Blake Martinez,LB,22,2022,0,0,5,38,29,84,0,0,0,0,0,0,0,0,0,0,0,442,4,13,Stanford
4,132,BAL,Willie Henry,DT,22,2020,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,26,,4.5,Michigan
4,133,SFO,Rashard Robinson,CB,21,2021,0,0,0,9,6,49,0,0,0,0,0,0,0,0,0,0,0,70,2,,LSU
4,134,BAL,Kenneth Dixon,RB,22,2018,0,0,0,5,5,18,0,0,0,0,0,148,715,4,36,213,1,,,,Louisiana Tech
4,135,DAL,Dak Prescott,QB,23,2022,0,3,6,77,77,97,2185,3283,24943,166,65,352,1642,26,1,11,1,,,,Mississippi St.
4,136,DEN,Devontae Booker,RB,24,2021,0,0,0,19,11,93,0,0,0,0,0,527,2119,11,162,1224,2,7,,,Utah
4,137,GNB,Dean Lowry,DE,22,2022,0,0,6,36,36,111,0,0,0,0,0,0,0,0,0,0,0,139,1,15.5,Northwestern
4,138,CLE,Seth Devalve,TE,23,2020,0,0,0,6,5,57,0,0,0,0,0,0,0,0,60,736,4,8,,,Princeton
4,139,BUF,Cardale Jones,QB,23,2016,0,0,0,0,0,1,6,11,96,0,1,1,-1,0,0,0,0,,,,Ohio St.
5,140,TEN,Tajae Sharpe,WR,21,2021,0,0,3,12,11,66,0,0,0,0,0,2,17,0,117,1397,8,1,,,Massachusetts
5,141,CAR,Zack Sanchez,CB,22,2016,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,,,Oklahoma
5,142,SFO,Ronald Blair,DE,23,2021,0,0,0,7,6,55,0,0,0,0,0,0,0,0,0,0,0,71,,14.5,Appalachian St.
5,143,OAK,DeAndre Washington,RB,23,2020,0,0,0,12,11,59,0,0,0,0,0,313,1213,7,93,643,1,3,,,Texas Tech
5,144,DEN,Connor McGovern,G,23,2022,0,0,5,28,14,95,0,0,0,0,0,0,0,0,0,0,0,5,,,Missouri
5,145,SFO,John Theus,T,22,2016,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
5,146,BAL,Matt Judon,DE,24,2022,0,4,6,55,29,110,0,0,0,0,0,0,0,0,0,0,0,241,,62.5,Grand Valley St.
5,147,SEA,Quinton Jefferson,DT,23,2022,0,0,3,22,13,89,0,0,0,0,0,0,0,0,0,0,0,83,,20.5,Maryland
5,148,TAM,Caleb Benenoch,T,22,2021,0,0,1,12,12,36,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
5,149,NYG,Paul Perkins,RB,21,2019,0,0,0,5,5,29,0,0,0,0,0,165,575,0,24,217,0,5,,,UCLA
5,150,CHI,Jordan Howard,RB,21,2022,0,1,3,27,22,73,0,0,0,0,0,1019,4362,37,85,653,2,1,,,Indiana
5,151,DET,Joe Dahl,G,23,2020,0,0,1,11,11,44,0,0,0,0,0,0,0,0,0,0,0,,,,Washington St.
5,152,WAS,Matthew Ioannidis,DT,22,2022,0,0,3,25,19,86,0,0,0,0,0,0,0,0,0,0,0,122,,25.5,Temple
5,153,PHI,Wendell Smallwood,RB,22,2021,0,0,1,10,9,56,0,0,0,0,0,238,956,5,60,474,2,8,,,West Virginia
5,154,CLE,Jordan Payton,WR,23,2016,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,,,,UCLA
5,155,IND,Joe Haeg,T,23,2022,0,0,2,22,19,80,0,0,0,0,0,0,0,0,0,0,0,1,,,North Dakota St.
5,156,BUF,Jonathan Williams,RB,22,2022,0,0,0,5,1,46,0,1,0,0,0,134,565,3,22,149,0,4,,,Arkansas
5,157,TEN,LeShaun Sims,CB,22,2020,0,0,0,11,7,69,0,0,0,0,0,0,0,0,0,0,0,127,3,,Southern Utah
5,158,NYJ,Brandon Shell,T,24,2022,0,0,5,29,13,83,0,0,0,0,0,0,0,0,0,0,0,2,,,South Carolina
